|business_address|business_name|city|geo_coordinates|id|license_expiration|license_num|license_type|state|zip_code
125|2369 Dixwell Ave|Town Fair Tire Centers Of Conn Llc|Hamden|[{'type': 'Point', 'coordinates': [-72.915519, 41.374936]}]|row-a8xb.957d~zzcc|2022-03-31T00:00:00|R6696|General Repairer|Ct|06514
126|111 Weston St|Bertera Subaru Of Hartford Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.662604, 41.788212]}]|row-hf6h~3cmm~itmp|2022-03-31T00:00:00|N2572|New Dealer|Ct|06120-1505
127|73 Leibert Rd|Necc|Hartford|[{'type': 'Point', 'coordinates': [-72.6586, 41.783405]}]|row-33yf~8wva.qbvd|2023-12-31T00:00:00|N2071|New Dealer|Ct|06120-1618
128|100 Research Pkwy|Civalis Auto Service|Meriden|[{'type': 'Point', 'coordinates': [-72.760008, 41.522717]}]|row-ixh9-7tef~w4fg|2023-11-30T00:00:00|R7137|General Repairer|Ct|06450
129|41 High St|Danbys Service Station Inc|Meriden|[{'type': 'Point', 'coordinates': [-72.794558, 41.533253]}]|row-kvmd~bazh~i77x|2022-09-30T00:00:00|U7406|Used Dealer|Ct|06450
130|784 Old Colony Rd|Dba Nelcon Service Center|Meriden|[{'type': 'Point', 'coordinates': [-72.813684, 41.519220000000004]}]|row-737z-2n8q-67zr|2022-07-31T00:00:00|U7677|Used Dealer|Ct|06451-7930
131|276 Hartford Rd|Lapointe Auto Rent Llc|Manchester|[{'type': 'Point', 'coordinates': [-72.533515, 41.764967]}]|row-shrx-j2yj-is2y|2022-03-31T00:00:00|O5974|Leasing License|Ct|06040
132|290 Broad St Ste A|Broadstreet-Nlh23 Llc|Manchester|[{'type': 'Point', 'coordinates': [-72.53425, 41.77911900000001]}]|row-smdw-w6xh~w4wy|2023-05-31T00:00:00|R7729|General Repairer|Ct|06040-4062
133|568 Center St|Specialty Auto Services Llc|Manchester|[{'type': 'Point', 'coordinates': [-72.544648, 41.774099]}]|row-xwvz-2gz2~wraz|2023-09-30T00:00:00|U8747|Used Dealer|Ct|06040-3919
134|9830 Bauer Dr|Ql Titling Trust Ltd|Indianapolis|[{'type': 'Point', 'coordinates': [-86.10128800000001, 39.929393]}]|row-8srk-295y-6566|2022-03-31T00:00:00|O6252|Leasing License|In|46280-1972
135|1508 Hwy 218 W|Hudson Bros Trailer Mfg Inc|Indian Trail|[{'type': 'Point', 'coordinates': [-80.56345900000001, 35.156718]}]|row-diqy-uhdf~cyf6|2022-06-30T00:00:00|M0678|Manufacturer License|Nc|28079
136|1105 1107 Dixwell Ave|Antonio Minnocci|Hamden|[{'type': 'Point', 'coordinates': [-72.934583, 41.343425]}]|row-dgfk-t587.uj9x|2022-10-31T00:00:00|U2273|Used Dealer|Ct|06514
137|2619 Whitney Ave|Kae Llc|Hamden|[{'type': 'Point', 'coordinates': [-72.897889, 41.391662]}]|row-aksz-sikq.4pnt|2022-09-30T00:00:00|U6848|Used Dealer|Ct|06518-3050
138|99 Murphy Rd|Ryder Truck Rental Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.653299, 41.741215000000004]}]|row-puyx-yt8b.ejsy|2023-04-30T00:00:00|U1528|Used Dealer|Ct|06114-2104
139|722B Wethersfield Ave|Mannys Auto Repair Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.67086, 41.736501]}]|row-rv9m~anhn-sz8g|2023-09-30T00:00:00|U7622|Used Dealer|Ct|06114
140|26 30 Fishfry St|City Auto Parts Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.660378, 41.794216]}]|row-km9p~afcz.tqsn|2022-04-30T00:00:00|J2547|Recycler|Ct|06120
141|392 Washington St|Fine Tunes Llc|Middletown|[{'type': 'Point', 'coordinates': [-72.66382, 41.558274]}]|row-ti9e-wwpq.9y5m|2023-06-30T00:00:00|U8306|Used Dealer|Ct|06457-2527
142|770 Newfield St Unit 2A|Massirio Enterprises Inc|Middletown|[{'type': 'Point', 'coordinates': [-72.672585, 41.580213]}]|row-t32b.7xud-zp44|2022-10-31T00:00:00|U7946|Used Dealer|Ct|06457
143|186 Hall Ave|Heavenly Auto Sales Llc|Meriden|[{'type': 'Point', 'coordinates': [-72.805059, 41.521096]}]|row-xy7i-yi2g-83yq|2022-02-28T00:00:00|U8796|Used Dealer|Ct|06450
144|155 Colony St|Gt Silver City Tire Co Inc|Meriden|[{'type': 'Point', 'coordinates': [-72.800102, 41.542155]}]|row-h6mk~6bqv~cs6b|2023-11-30T00:00:00|R0436|General Repairer|Ct|06451-3224
145|445 Oakland St|Tirint Inc|Manchester|[{'type': 'Point', 'coordinates': [-72.517258, 41.808749]}]|row-8bww~kv47-ugea|2022-04-30T00:00:00|R6878|General Repairer|Ct|06042-2125
146|488 Center St|Yara Llc|Manchester|[{'type': 'Point', 'coordinates': [-72.54101, 41.773477]}]|row-4h2a-vebm.9gws|2023-10-31T00:00:00|U8340|Used Dealer|Ct|06040-3938
147|9920 Irvine Center Dr|Aston Martin Lagonda Of No America|Irvine|[{'type': 'Point', 'coordinates': [-117.730055, 33.630022]}]|row-adji~bct7-epj4|2022-06-30T00:00:00|M0599|Manufacturer License|Ca|92618
148|111 Peters Canyon Rd|Kia Motors America Inc|Irvine|[{'type': 'Point', 'coordinates': [-117.79379400000002, 33.715248]}]|row-5esi.vj2v.vcju|2023-06-30T00:00:00|M0612|Manufacturer License|Ca|92606-1790
149|108 Torrington Rd|Bennett Motor Werks|Litchfield|[{'type': 'Point', 'coordinates': [-73.185241, 41.752183]}]|row-xjbi-bzu6-cfbi|2022-09-30T00:00:00|U2358|Used Dealer|Ct|06759-2726
150|384 Torrington Rd|Jdc Llc|Litchfield|[{'type': 'Point', 'coordinates': [-73.176796, 41.765996]}]|row-enf5-m7am-rh6h|2022-08-31T00:00:00|U5889|Used Dealer|Ct|06759-2702
151|200 Skiff St|Dba Hamden Mazda|Hamden|[{'type': 'Point', 'coordinates': [-72.910219, 41.3724]}]|row-rgud-uqum.jg3p|2023-05-31T00:00:00|N2768|New Dealer|Ct|06517-1004
152|3830 Whitney Ave|Cappella Auto Repair And Sales Llc|Hamden|[{'type': 'Point', 'coordinates': [-72.907946, 41.432745000000004]}]|row-689r-fd95.eytc|2022-10-31T00:00:00|U7474|Used Dealer|Ct|06518-1518
153|77 Leibert Rd|Dba Valenti Maserati|Hartford|[{'type': 'Point', 'coordinates': [-72.657675, 41.784216]}]|row-pxe9~fa69-z2wy|2022-03-31T00:00:00|N2618|New Dealer|Ct|06120-1618
154|1710 Broad St|Bordonaro Service Cntr|Hartford|[{'type': 'Point', 'coordinates': [-72.687121, 41.746061]}]|row-pufz.c5mk~kjhv|2022-01-31T00:00:00|U4656|Used Dealer|Ct|06106-3116
155|880 Wethersfield Ave|Toria Truck Rental And Leasing Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.669881, 41.732134]}]|row-izvf-nxfb-qhp7|2022-03-31T00:00:00|O5985|Leasing License|Ct|06114-3180
156|770 Newfield St Unit 2A|Connecticut Collision Center|Middletown|[{'type': 'Point', 'coordinates': [-72.672585, 41.580213]}]|row-vvia.ayhz.v5jt|2022-10-31T00:00:00|U7946|Used Dealer|Ct|06457
157|966 Washington St|Dba Computer Tune And Lube|Middletown|[{'type': 'Point', 'coordinates': [-72.684637, 41.553886]}]|row-enwa-6vse-58wa|2023-09-30T00:00:00|R6947|General Repairer|Ct|06457-2907
158|1462 Saybrook Rd|Automotive Recovery Services Inc|Middletown|[{'type': 'Point', 'coordinates': [-72.601573, 41.520186]}]|row-sk6f-vdyz-yanp|2022-12-31T00:00:00|U6892|Used Dealer|Ct|06457-5619
159|318 S Broad St|Genesis Of Meriden|Meriden|[{'type': 'Point', 'coordinates': [-72.805846, 41.513641]}]|row-qdzh-y67z~kq7i|2023-08-31T00:00:00|N2190|New Dealer|Ct|06450-6659
160|790 Old Colony Rd|Wheeling Motors Llc|Meriden|[{'type': 'Point', 'coordinates': [-72.813803, 41.51901]}]|row-wunh.kuyc-dq9y|2022-09-30T00:00:00|U6235|Used Dealer|Ct|06451
161|270 Hartford Rd|Manchester Auto|Manchester|[{'type': 'Point', 'coordinates': [-72.532991, 41.765233]}]|row-zz2q.869c-gw3d|2023-08-31T00:00:00|U7815|Used Dealer|Ct|06040-5824
162|20 Jennings Rd|Lia Hyundai|Hartford|[{'type': 'Point', 'coordinates': [-72.660576, 41.788593]}]|row-uuch-scfj-dnka|2023-03-31T00:00:00|O6110|Leasing License|Ct|06120-1602
163|1511 Albany Ave|Rt 44 Auto Sales And Repairs Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.702457, 41.784124]}]|row-8rat.qpmy.ud32|2023-10-31T00:00:00|U8092|Used Dealer|Ct|06112-2112
164|200 Spectrum Ctr Drive|Mazda North American Operations|Irvine|[{'type': 'Point', 'coordinates': [-117.74707, 33.651463]}]|row-wrrv-p3zw.9ct8|2022-06-30T00:00:00|M0531|Manufacturer License|Ca|92618
165|200 Spectrum Ctr Drive|Mazda Motor Of America In C|Irvine|[{'type': 'Point', 'coordinates': [-117.74707, 33.651463]}]|row-4rdv~4hdz.t252|2022-06-30T00:00:00|M0531|Manufacturer License|Ca|92618
166|439 443 Bantam Rd|Executive Auto Sales Inc|Litchfield|[{'type': 'Point', 'coordinates': [-73.215835, 41.737501]}]|row-qbad-pfry-yi86|2022-03-31T00:00:00|N1008|New Dealer|Ct|06759
167|439 443 Bantam Rd|Litchfield Ford|Litchfield|[{'type': 'Point', 'coordinates': [-73.215835, 41.737501]}]|row-rb7v.vhrv-fexv|2022-03-31T00:00:00|O5902|Leasing License|Ct|06759
168|64 Rossotto Dr|Edward H Theroux And Co Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.917473, 41.394457]}]|row-x49t-nfg5-ti7x|2022-06-30T00:00:00|U4383|Used Dealer|Ct|06514-1335
169|1049 Dixwell Ave|Car Tune Systems Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.934944, 41.341824]}]|row-gqji-52xd~9bv7|2023-04-30T00:00:00|R1198|General Repairer|Ct|06514-4904
170|20 Jennings Rd|Autoworld Automotive Superstores In|Hartford|[{'type': 'Point', 'coordinates': [-72.660576, 41.788593]}]|row-hkr6.jrgv-p3hf|2022-06-30T00:00:00|N2259|New Dealer|Ct|06120-1602
171|170 Weston St|Hertz Car Sales Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.660409, 41.792131]}]|row-465k-9hhs~6h97|2023-06-30T00:00:00|U8053|Used Dealer|Ct|06120-1512
172|158 Weston St , And 135 West Service Road|Mac Motors Inc|Hartford||row-rsh2.gfxa-xt6k|2022-03-31T00:00:00|N2249|New Dealer|Ct|06120
173|1000 Newfield St|The Peter H Mortensen Vinci Co|Middletown|[{'type': 'Point', 'coordinates': [-72.674011, 41.585328]}]|row-6gyq-qckk-guwp|2023-09-30T00:00:00|R0650|General Repairer|Ct|06457-1818
174|465 467 Middlefield St|K And G Bis Auto|Middletown|[{'type': 'Point', 'coordinates': [-72.685819, 41.543541]}]|row-wck3-qseu.7id2|2022-01-31T00:00:00|U5961|Used Dealer|Ct|06457
175|117 E Main St|Gp Auto Sales And Service Llc|Middletown|[{'type': 'Point', 'coordinates': [-72.642581, 41.552785]}]|row-9z8q-8jci-fx4e|2022-06-30T00:00:00|U7409|Used Dealer|Ct|06457-3808
176|298 Oregon Rd|Wilcox H C Rvts|Meriden|[{'type': 'Point', 'coordinates': [-72.83388, 41.526024]}]|row-za3r-3y9j-dckr|2023-02-28T00:00:00|R1205|General Repairer|Ct|06451-3721
177|19 Hall Ave|Zoel Auto Body Inc|Meriden|[{'type': 'Point', 'coordinates': [-72.80993, 41.522182]}]|row-tzp9-hx2t-igcg|2022-03-31T00:00:00|U0241|Used Dealer|Ct|06450
178|161 Middle Tpke W|Jjr Autoworks Llc|Manchester|[{'type': 'Point', 'coordinates': [-72.531531, 41.782466]}]|row-m9a7~xn4b-ds9r|2023-04-30T00:00:00|R7388|General Repairer|Ct|06040-4024
179|166 Middle Tpke W|Turnpike Auto Body Works Inc|Manchester|[{'type': 'Point', 'coordinates': [-72.53131500000002, 41.782497]}]|row-ynrh.r3rb.h9nb|2022-01-31T00:00:00|U0448|Used Dealer|Ct|06040-4025
180|585 Franklin Ave|Mecca Auto Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.674501, 41.732379]}]|row-pqpr~dup7~ni78|2023-05-31T00:00:00|U8510|Used Dealer|Ct|06114-3026
181|26 Wethersfield Ave|Hartford Auto Center|Hartford|[{'type': 'Point', 'coordinates': [-72.674897, 41.755117]}]|row-4skr-nu9w.5n8r|2022-07-31T00:00:00|U6828|Used Dealer|Ct|06114
182|9950 Jeronimo Rd|Karma Automotive Distribution Llc|Irvine|[{'type': 'Point', 'coordinates': [-117.71316399999999, 33.645993]}]|row-pgcu~k4ns-an9y|2023-06-30T00:00:00|M1027|Manufacturer License|Ca|92618-2014
183|8900 Freeport Pkwy|Nissan Infiniti Lt Llc|Irving|[{'type': 'Point', 'coordinates': [-97.009505, 32.9291]}]|row-iee6-53w4~qfr5|2022-03-31T00:00:00|O6093|Leasing License|Tx|75063-2438
184|8900 Freeport Pkwy|Nilt Inc|Irving|[{'type': 'Point', 'coordinates': [-97.009505, 32.9291]}]|row-yd5w~cujp~6x96|2022-03-31T00:00:00|O6008|Leasing License|Tx|75063
185|2015 Center Square Rd|Mitsubishi Fuso Truck Of America In|Logan Township|[{'type': 'Point', 'coordinates': [-75.362907, 39.763438]}]|row-e9d9-zhjq~v5rj|2022-06-30T00:00:00|M0899|Manufacturer License|Nj|08085
186|7807 Santa Monica Blvd|Executive Car Leasing Co|Los Angeles|[{'type': 'Point', 'coordinates': [-118.359412, 34.090815]}]|row-k2g5~qvx4~hwwx|2023-03-31T00:00:00|O0982|Leasing License|Ca|90046
187|515 S Figueroa St Ste 1900|Jules And Associates Inc|Los Angeles|[{'type': 'Point', 'coordinates': [-118.25781600000002, 34.051528]}]|row-bkxv.q7fb-4qv2|2022-03-31T00:00:00|O6351|Leasing License|Ca|90071-3336
188|1607 Dixwell Ave|Skips Auto Service Llc|Hamden|[{'type': 'Point', 'coordinates': [-72.928008, 41.356069]}]|row-4ed8.923a.j3yb|2023-02-28T00:00:00|R7378|General Repairer|Ct|06514-3602
189|1570 1574 Dixwell Ave|Kurts Automotive|Hamden|[{'type': 'Point', 'coordinates': [-72.928736, 41.355177]}]|row-x6wt-ecw5-a9dp|2023-04-30T00:00:00|U1521|Used Dealer|Ct|06514
190|2619 Whitney Ave|Keatings|Hamden|[{'type': 'Point', 'coordinates': [-72.897889, 41.391662]}]|row-eac8-i8gu-prkg|2022-09-30T00:00:00|U6848|Used Dealer|Ct|06518-3050
191|369 Round Hill Rd|The Round Hill Service Station Inc|Greenwich|[{'type': 'Point', 'coordinates': [-73.668148, 41.09256]}]|row-sgma.gj2t-cz5s|2023-03-31T00:00:00|R5743|General Repairer|Ct|06831-3303
192|273 321 W Putnam Ave|Bentley Greenwich|Greenwich|[{'type': 'Point', 'coordinates': [-73.635963, 41.024137]}]|row-9c4t~phcn-pkhp|2023-09-30T00:00:00|N0079|New Dealer|Ct|06830
193|412 New Park Ave|Team Mitsubishi Of Watertown Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.715091, 41.744669]}]|row-8qcb-mgct~xvv9|2022-03-31T00:00:00|O6333|Leasing License|Ct|06106
194|907 Maple Ave|Miroslaw Leszcznski|Hartford|[{'type': 'Point', 'coordinates': [-72.686947, 41.734836]}]|row-b8fy~84hz.wiue|2022-06-30T00:00:00|U6830|Used Dealer|Ct|06114
195|169 Main Street Ext|Dba Brake Pro|Middletown|[{'type': 'Point', 'coordinates': [-72.643512, 41.551726]}]|row-e7ij-jeme.wtru|2023-08-31T00:00:00|U8847|Used Dealer|Ct|06457-3814
196|770 Newfield St|International Motorcycle Repair|Middletown|[{'type': 'Point', 'coordinates': [-72.672585, 41.580213]}]|row-zy9p.9w89-us9f|2022-04-30T00:00:00|R4829|General Repairer|Ct|06457
197|300 Smith St|Stewart And Stevenson Power Products Llc|Middletown|[{'type': 'Point', 'coordinates': [-72.713343, 41.583752]}]|row-58sy.j8iz-junk|2023-10-31T00:00:00|R7659|General Repairer|Ct|06457-1741
198|1652 N Broad St|Cosmo Williams|Meriden|[{'type': 'Point', 'coordinates': [-72.775648, 41.561911]}]|row-hqan-arj6~whms|2022-05-31T00:00:00|U4542|Used Dealer|Ct|06450-2410
199|50 W Duffy Ave|Richies Auto Service|Meriden|[{'type': 'Point', 'coordinates': [-72.794224, 41.552607]}]|row-6tqn.wzvd.5iit|2022-03-31T00:00:00|R6827|General Repairer|Ct|06451
200|1979 N Broad St|Johnny Pascuccis Classic Cars|Meriden|[{'type': 'Point', 'coordinates': [-72.771282, 41.571069]}]|row-3fnc.pycx~p9k3|2023-10-31T00:00:00|U7033|Used Dealer|Ct|06450-2476
201|20 Tolland Tpke|Shawmut Equipment Co Inc|Manchester|[{'type': 'Point', 'coordinates': [-72.507417, 41.814979]}]|row-du8e-4a9d~qvyr|2023-10-31T00:00:00|U4606|Used Dealer|Ct|06042-1763
202|174 W Center St|P And P Auto Repair Inc|Manchester|[{'type': 'Point', 'coordinates': [-72.543253, 41.771035]}]|row-ajbt-xyxw-iah4|2023-01-31T00:00:00|R1443|General Repairer|Ct|06040-4961
203|214 Ledyard St|Tony V Motors|Hartford|[{'type': 'Point', 'coordinates': [-72.669587, 41.742304]}]|row-zm5q.7ye8-2qus|2022-01-31T00:00:00|U0413|Used Dealer|Ct|06114
204|35 Newfield Ave|Newfield Auto Cars And Sales Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.713134, 41.733139]}]|row-ma8p-ubvy.7p9x|2022-07-31T00:00:00|U8610|Used Dealer|Ct|06106-3925
205|8221 Tristar Dr|Title Funding Llc|Irving|[{'type': 'Point', 'coordinates': [-97.004915, 32.919814]}]|row-wpq4~q559-bb64|2022-03-31T00:00:00|O6305|Leasing License|Tx|75063
206|8900 Freeport Pkwy|Infiniti Financial Services|Irving|[{'type': 'Point', 'coordinates': [-97.009505, 32.9291]}]|row-9qpf-c7tw-vfms|2022-03-31T00:00:00|O5900|Leasing License|Tx|75063-2438
207|1824 Route 38|Miller Auto Leasing Co|Lumberton|[{'type': 'Point', 'coordinates': [-74.752193, 39.974702]}]|row-2xc2~ikq7-mddf|2022-03-31T00:00:00|O6249|Leasing License|Nj|08048-4255
208|264 Hamburg Rd|Reynolds Garage|Lyme|[{'type': 'Point', 'coordinates': [-72.350792, 41.387626]}]|row-kt5v~2xnq~fitz|2022-03-31T00:00:00|O1759|Leasing License|Ct|06371-3421
209|880 Dixwell Ave|Car Solutions Llc|Hamden|[{'type': 'Point', 'coordinates': [-72.935227, 41.337304]}]|row-84f5~a85v~smt9|2023-02-28T00:00:00|U7771|Used Dealer|Ct|06514-5014
210|2301 Dixwell Ave|Pep Boys M M And J Of Delaware Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.916578, 41.373395]}]|row-txfu-3ehq.6ju4|2022-03-31T00:00:00|R5568|General Repairer|Ct|06514-2107
211|1029 Dixwell Ave|Hamden Transmission Llc|Hamden|[{'type': 'Point', 'coordinates': [-72.935038, 41.341447]}]|row-g9yb-r6rv-a386|2022-04-30T00:00:00|U5468|Used Dealer|Ct|06514-4913
212|348-355 W Putnam Ave|Dba Bmw Of Greenwich|Greenwich|[{'type': 'Point', 'coordinates': [-73.638148, 41.023106]}]|row-r6b8~bnh8-v3jp|2022-02-28T00:00:00|N2637|New Dealer|Ct|06830
213|450 464 W Putnam Ave|Greenwich Automotive Enterprises Lt|Greenwich|[{'type': 'Point', 'coordinates': [-73.643101, 41.01995000000001]}]|row-ujmu-un8g-q3pu|2023-11-30T00:00:00|R5273|General Repairer|Ct|06830
214|868 Maple Ave|Galena Associates Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.686415, 41.735853]}]|row-5j3y-7uyc-xtbm|2023-10-31T00:00:00|R7774|General Repairer|Ct|06114-2344
215|26 Leibert Rd|Demilo And Co Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.658969, 41.783073]}]|row-48cm-q5vp-gufc|2022-04-30T00:00:00|J4155|Recycler|Ct|06120-1616
216|1445 Saybrook Rd|Pandolfes Auto Parts Inc|Middletown|[{'type': 'Point', 'coordinates': [-72.602259, 41.521173]}]|row-mxms~daj9.bszk|2022-04-30T00:00:00|J2510|Recycler|Ct|06457
217|60 Dekoven Dr|Personal Auto Care Service Center Inc|Middletown|[{'type': 'Point', 'coordinates': [-72.645027, 41.5573]}]|row-5hj4.kv66-r4u9|2022-10-31T00:00:00|R5425|General Repairer|Ct|06457-3431
218|392 W Main St|Meridenwmain-Nlh23 Llc|Meriden|[{'type': 'Point', 'coordinates': [-72.816235, 41.53968]}]|row-jmwg.hehk-3q4u|2023-04-30T00:00:00|R7725|General Repairer|Ct|06451-3865
219|327 W Main St|Ct Discount Muffler And Brake And Meriden Used Car Sale Llc|Meriden|[{'type': 'Point', 'coordinates': [-72.813935, 41.539704]}]|row-amq9-885n~uvk9|2022-07-31T00:00:00|U8422|Used Dealer|Ct|06451-3853
220|375 S Broad St|Dba Harte Volkswagen Of Meriden|Meriden|[{'type': 'Point', 'coordinates': [-72.806572, 41.512239]}]|row-wjze.4x5f~9sc9|2022-02-28T00:00:00|N2708|New Dealer|Ct|06450-6646
221|435 W Center St|Mckees Automotive Llc|Manchester|[{'type': 'Point', 'coordinates': [-72.554868, 41.769333]}]|row-pf43.jsus~xhwz|2022-02-28T00:00:00|R6491|General Repairer|Ct|06040-4738
222|775 Parker St|Parker Street Used Auto Parts Inc|Manchester|[{'type': 'Point', 'coordinates': [-72.507604, 41.803584]}]|row-9snm-nkk6-6ska|2022-04-30T00:00:00|J4141|Recycler|Ct|06042-2203
223|28 Huntley Pl|Bo'S Auto Repair And Used Cars|Hartford|[{'type': 'Point', 'coordinates': [-72.68077, 41.771571]}]|row-9jqb-fc64~4ypi|2023-02-28T00:00:00|U5276|Used Dealer|Ct|06120
224|583 Windsor St|S B Assets Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.671428, 41.782187]}]|row-et3f~x6nu.e4ne|2022-06-30T00:00:00|U8189|Used Dealer|Ct|06120-2413
225|5000 Riverside Dr Suite 300 E|Wells Fargo Vendor Financial Services Llc|Irving|[{'type': 'Point', 'coordinates': [-96.929407, 32.859466]}]|row-e5zg.sdm6.eaaj|2023-03-31T00:00:00|O6230|Leasing License|Tx|75039
226|264 Hamburg Rd|Reynolds Garage And Marine Inc|Lyme|[{'type': 'Point', 'coordinates': [-72.350792, 41.387626]}]|row-62zz-rfw4.4wad|2023-03-31T00:00:00|N0333|New Dealer|Ct|06371-3421
227|264 Hamburg Rd|Reynolds Subaru|Lyme|[{'type': 'Point', 'coordinates': [-72.350792, 41.387626]}]|row-vrrj-9cfx-6gyn|2023-03-31T00:00:00|N0333|New Dealer|Ct|06371-3421
228|200 County Rd|Contract Manufacturer Llc|Madill|[{'type': 'Point', 'coordinates': [-96.770778, 34.11273]}]|row-gjt2.umsy-y4fe|2022-06-30T00:00:00|M0925|Manufacturer License|Ok|73446
229|894 Dixwell Ave|Auto Parts And Service Inc|Hamden|[{'type': 'Point', 'coordinates': [-72.93523400000001, 41.337652]}]|row-bwwf.cvff-386n|2023-03-31T00:00:00|U1675|Used Dealer|Ct|06514-5014
230|872 Dixwell Ave|Quality Used Cars And Repairs Llc|Hamden|[{'type': 'Point', 'coordinates': [-72.935223, 41.337162]}]|row-g52k-khv4-xgbd|2023-12-31T00:00:00|U8765|Used Dealer|Ct|06514-5014
231|83 E Putnam Ave|The Car Clinic Inc|Greenwich|[{'type': 'Point', 'coordinates': [-73.624408, 41.03332]}]|row-2sve.h9vf-t7qv|2022-08-31T00:00:00|R6740|General Repairer|Ct|06830-5611
232|217 252 261 262 W Putnum Ave|Mercedes-Benz Of Greenwich|Greenwich||row-z7pj-biqi-g3eg|2023-05-31T00:00:00|N2603|New Dealer|Ct|06830
233|250 Sylvan Ave|Ferrari North America Inc|Englewood Cliffs|[{'type': 'Point', 'coordinates': [-73.954762, 40.871582]}]|row-adr2-be5p-phau|2022-06-30T00:00:00|M0536|Manufacturer License|Nj|07632
234|20 N Park Street|American Leasing Corp|E Orange|[{'type': 'Point', 'coordinates': [-74.221344, 40.777733]}]|row-297u-ywg5.wdxd|2023-03-31T00:00:00|O0173|Leasing License|Nj|07017
235|385 New Park Ave|New Park Ave Auto Repair Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.714529, 41.745476]}]|row-s7hs.tpiv.zigj|2022-04-30T00:00:00|U5473|Used Dealer|Ct|06106
236|385 Wethersfield Ave|Precision Foreign Car Service Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.673148, 41.745351]}]|row-xc79-asr4-ndtw|2023-10-31T00:00:00|R6301|General Repairer|Ct|06114-1415
237|701 County Rd 15|Thor Motor Coach Inc|Elkhart|[{'type': 'Point', 'coordinates': [-85.907412, 41.684489]}]|row-5jr7.zyez~f5r9|2023-06-30T00:00:00|M0926|Manufacturer License|In|46516
238|1 Crystal Lake Rd And|Francis B Rogalla|Ellington|[{'type': 'Point', 'coordinates': [-72.38433, 41.929332]}]|row-6vgw-in9e~7wvg|2022-10-31T00:00:00|U2312|Used Dealer|Ct|06029
239|545-581 Washington St|Dba Blasius Of Middletown|Middletown|[{'type': 'Point', 'coordinates': [-72.670805, 41.555509]}]|row-rrkf.b9sd.2q9p|2022-07-31T00:00:00|U8818|Used Dealer|Ct|06457
240|1138 - 1158 Newfield St|European Motorcars|Middletown|[{'type': 'Point', 'coordinates': [-72.675558, 41.589554]}]|row-am8g~jg7x-a55p|2023-03-31T00:00:00|U1624|Used Dealer|Ct|06457
241|37 Panagrossi Cir|Alton Enterprises Inc|East Haven||row-yc7e-j68t-h483|2023-02-28T00:00:00|U1790|Used Dealer|Ct|06512
242|16 Farm River Rd|Arthur C Diglio Jr|East Haven|[{'type': 'Point', 'coordinates': [-72.861996, 41.276313]}]|row-2g8y.6qef-2g3g|2022-02-28T00:00:00|U4660|Used Dealer|Ct|06512
243|41 High St|Dba Danby'S Auto Service|Meriden|[{'type': 'Point', 'coordinates': [-72.794558, 41.533253]}]|row-n884-3k8q-feb7|2022-09-30T00:00:00|U7406|Used Dealer|Ct|06450
